,Job Title,Location,Date,Link,Job Attributes,Job Description
57,Data Engineer,san mateo,Jun 26,https://sfbay.craigslist.org/pen/sof/d/san-mateo-data-engineer/7148895848.html,"
compensation: Will discuss with applicant.

employment type: full-time

","

QR Code Link to This Post


EverString Technology Limited seeks Data Engineer in San Mateo, CA. 

Responsibilities: Responsible for researching and building automated data systems to improve the data quality of EverString’s machine learning platform. Specific duties of the Data Engineer include: analyzing and exploring EverString’s current machine learning for data quality improvement using big data and NLP technologies; developing innovative techniques and designs for improvements to EverString’s data platforms based on analysis of data engineering issues and new technological developments in the field; designing and creating test strategies and data frameworks to test breadth of data coverage and resolving project issues and roadblocks; designing, building, and launching data pipelines to move and transform data; collaborating with data science, application engineering, and other teams to develop software solutions for EverString’s data analytics platform; creating, documenting, and maintaining database usage statistics for future review and analysis; and other duties as assigned.

Education: Master’s* degree in Computer Science, Software Engineering, Computer Engineering or a related field (or foreign equivalent). 

Requirements: 1 year* of experience in the job offered or related. Other special requirements include: 1 year of experience building high performance applications using Scala, Python, Spark, Hadoop/HDFS, Mongo, Kafka, or similar; 1 year of experience developing software solutions using ElasticSearch, Airflow, Pytorch, Tensorflow, Bash; 1 year of experience using Big Data, AI, and machine learning techniques around NLP, including statistical modeling, feature engineering, model development, and tuning and deployment into production ETL pipelines; and 1 year of experience using object-oriented design in software development.

*In lieu of a Master’s degree in Computer Science, Software Engineering, Computer Engineering or a related field (or foreign equivalent) and 1 year of experience in the job offered or related, employer will accept a Bachelor’s degree in Computer Science, Software Engineering, Computer Engineering or a related field (or foreign equivalent) and 5 years of progressive, post-baccalaureate experience in the job offered or related.

Qualified applicants must mail resume Attn: HR to 1850 Gateway Drive, Suite 400, San Mateo, CA 94404 quoting job #DE010.
"
58,Remote Full Stack Engineer,Remote,Jun 26,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-remote-full-stack-engineer/7148875526.html,"
compensation: competitive base, bonus

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


If you want to apply to this Full Stack Front End Position, please go to:  (https://www.remotejobposts.com/jobs/remote-full-stack-engineer)

RemoteJobPosts (https://www.remotejobposts.com/) is helping this Top Tier eCommerce Startup based in San Francisco find a highly experienced Full Stack Front End Engineer.  For other Remote Engineering Jobs go to https://www.remotejobposts.com/

The ideal candidate will have 3+ years' experience in React, Javascript and UI design.

REQUIREMENTS:
• Expert level knowledge and experience in React, CSS, HTML, Sketch, Javascript and UI design.
• Nice to have Node.js and Redux.
• You have led complex, frontend-focused products with tools like React and Redux.
• Highly skilled in developing rich applications with HTML, CSS, JS, React, Node (Node not necessary, but helpful) and strong experience working closely with specs and designs to implement outstanding UX/UI.
• Highly proficient in view layout and rendering technologies (e.g., responsiveness, progressive enhancement, browser/device support).
• High proficiency in a broad range of software design approaches and common UX patterns.
• Able to dive into the source code of front-end libraries to debug, patch, and extend them when necessary.
• Built flexible, composable libraries and components.
• Strong product sense and a love for building beautiful products with a focus on clean, consistent design and usability.
• Most importantly, you write very clean and highly organized code and you have a portfolio that shows your UI design.

B.S. in Computer Science or Related Field
"
59,Security Risk Analyst | An Innovative Cloud Storage Company,potrero hill,Jun 26,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-security-risk-analyst-an/7148846873.html,"
compensation: Competitive

employment type: full-time

","

QR Code Link to This Post



If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/a5c076e9/apply


HireArt is helping an innovative cloud storage company find a Security Risk Analyst to operate the third-party risk management process. The ideal candidate will have an undergraduate degree and a familiarity with risk assessment fundamentals. As Security Risk Analyst, you will: 
Operate the third party risk management process. 
Assess third-party (vendors, professional services, managed services, etc.) risks. 
Coordinate cross-functionally for risk mitigation. 


If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/a5c076e9/apply


Requirements

Bachelor’s degree, preferably in STEM or business
Some experience assessing third-party risks
Familiarity with risk assessment fundamentals, data classification levels, and data value
Strong communication skills both verbal and written
Ability to work cross-functionally
Commitment: This is a full-time (40 hours per week), 6-month contract position through HireArt and based in San Francisco. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/a5c076e9/apply

 "
60,Leasing Agent,N/A,Jun 26,https://sfbay.craigslist.org/eby/sof/d/san-mateo-leasing-agent/7148795023.html,N/A,"

QR Code Link to This Post




Leasing Agent

OUR MISSIONMidPen Housing is a non-profit organization who develops high-quality affordable housing communities, professionally manages the properties in those communities, and provides services to residents.SUMMARYProvide support to the Leasing Director, Community Manager, Assistant Manager and Maintenance Staff where applicable. The Leasing Agent will also field calls and be the initial contact with applicants and residents.Oakland residents will receive first priority. Two positions available; this is a six (6) month full-time position.ESSENTIAL DUTIES Answers the phones in a courteous and pleasant manner. Greets, applicants, residents and vendors. Supports Community Manager and/or Leasing Director with marketing efforts (mailing marketing materials, tracking and marketing efforts). Initiates calls to applicants on wait list for vacant units. Tracks all responses. Assists the Community Manager with certification appointment scheduling - collects all relative data to process applicant certification; processes applicant file for approval. Meets with prospective tenants and takes them on tours of the units. Accepts rental applications and ensures they are filled out completely and legibly. Assists Community Manager and/or Leasing Director in accurately and timely entering Pre-Applications into wait list software system. Initiates application background screening and approval process. Collects rent payments and security deposits under the supervision of the Community Manager. Performs other job-related duties as assigned.  MINIMUM REQUIREMENTS:EDUCATION AND EXPERIENCE High School diploma and one-year related work experience as a Leasing Agent or similar position or a combination of education and experience.  KNOWLEDGE, SKILLS, AND ABILITIES  Proficient knowledge of real estate industry, property management principles and relevant legislation. Outstanding communication skills, both verbal and written. Excellent negotiation and problem-solving skills. Strong people skills. Ability to work with people of diverse backgrounds Able to multi-task in high energy environment. Must possess a valid California Driver's License, proof of current auto insurance, and reliable transportation.  PHYSICAL REQUIREMENTS Constantly perform desk-based computer tasks Frequently sitting Occasionally stand/walk, reach/work above shoulders, grasp lightly/fine manipulation, grasp forcefully, use a telephone, sort/file paperwork or parts, lift/carry/push/pull objects that weigh up to 10 pounds Rarely twist/bend/stoop/squat, kneel/crawl.  This description reflects management's assignment of essential functions, it does not proscribe or restrict the tasks that may be assigned.Consistent with its obligations under the law, MidPen Housing Corp. will provide reasonable accommodation to any employee with a disability who requires accommodation to perform the essential functions of his or her job. 

To apply, visit https://midpen-housing.hrmdirect.com/employment/job-opening.php?req=1329270





Copyright 2017 Jobelephant.com Inc. All rights reserved.

Posted by the FREE value-added recruitment advertising agency 
jeid-7e8371171431344e8256b41cd94570dd    "
61,"Engineering Manager, IXL Mobile",san mateo,Jun 25,https://sfbay.craigslist.org/pen/sof/d/hayward-engineering-manager-ixl-mobile/7148460392.html,"
compensation: Competitive salary and benefits

employment type: full-time

","

QR Code Link to This Post


IXL Learning, a leading edtech company with products used by 10 million students worldwide, is seeking an Engineering Manager to lead its mobile development. The IXL Mobile team is responsible for one of the best educational apps on the market today, available on both iOS and Android Platforms.

As a key leader and manager of the Mobile team, you will participate directly in software design and engineering, help develop the team by mentoring and coaching, and create processes that ensure productivity and efficiency.

WHAT YOU'LL BE DOING

Lead and mentor a team of talented mobile engineers, both to start projects from scratch as well as to work with the existing code base
Oversee the development process for your team, including design, coding, documentation, testing, debugging, and tuning
Coordinate with project managers, designers, and QA
Ship successful iOS and Android applications
Provide accurate estimates, evaluate feasibility, and assess new platforms and technologies for application technology and architecture
Collaborate and communicate clearly across multiple development teams to design and release amazing applications
Participate in recruiting top software engineers to join our team

WHAT WE'RE LOOKING FOR

Bachelor's or advanced degree in computer science or a related discipline
At least 5 years of experience in software engineering and at least 2 years of leadership experience
Experience recruiting and building a team
Expert level skills in iOS and/or Android development

At IXL, we find it immensely satisfying to develop products that impact the lives of millions, and we are eager to have you join our team.

ABOUT IXL

IXL Learning is a leading educational technology company on a big mission: creating innovative learning experiences that help all learners reach their full potential. IXL's comprehensive curriculum and insightful analytics help more than 500,000 teachers deliver personalized instruction and empower over 10 million students to achieve new learning milestones every day.
Click here to apply"
62,"Software Engineer - iOS, IXL Mobile",san mateo,Jun 25,https://sfbay.craigslist.org/pen/sof/d/san-mateo-software-engineer-ios-ixl/7148460013.html,"
compensation: Competitive salary and benefits

employment type: full-time

","

QR Code Link to This Post


IXL Learning, a leading edtech company with products used by 10 million students worldwide, is seeking highly motivated iOS Engineers who will lead in the creation of a breakthrough user experience by developing the primary features of our iOS applications. The IXL Mobile team is small, collaborative, and passionate about researching and implementing the best in mobile engineering.

As a Software Engineer on the IXL Mobile team, you will manage the full technical life-cycle of building features, fixing bugs, and improving our technology. We find it immensely satisfying to develop products that impact the lives of millions, and we are eager to have you join our team.

International candidates encouraged to apply; H1B sponsorship is available.

WHAT YOU'LL BE DOING

Research and adapt functionality to leverage existing iOS design patterns
Work across disciplines with team members representing product, content, and web development
Strong coding abilities and experience with Swift and iOS frameworks
New feature development, testing, maintenance of existing features, and bug fixes


WHAT WE'RE LOOKING FOR

2+ years of software engineering
Bachelor's or advanced degree in computer science or a related discipline
Knowledge of iOS app development
Familiarity with back-end development
A good understanding of managing limited resources (memory, network, CPU) efficiently
Strong analytical-reasoning and problem-solving skills
Ability to collaborate in a small team
Passion for improving education through technology

ABOUT IXL

IXL Learning is a leading educational technology company on a big mission: creating innovative learning experiences that help all learners reach their full potential. IXL's comprehensive curriculum and insightful analytics help more than 500,000 teachers deliver personalized instruction and empower over 10 million students to achieve new learning milestones every day.
Click here to apply"
63,"Software Engineer, IXL Product",san mateo,Jun 25,https://sfbay.craigslist.org/pen/sof/d/san-mateo-software-engineer-ixl-product/7148459532.html,"
compensation: Competitive salary and benefits

employment type: full-time

","

QR Code Link to This Post


IXL Learning, a leading edtech company with products used by 10 million students worldwide, is seeking Software Engineers with a passion for technology and education to help us build new, innovative products and create more features for our extremely successful educational products.

The IXL Product Engineering team develops the user-facing features of the website and the back-end code that connects these features to our databases and other services. We created and maintain the practice engine, where students answer the questions created by the Content team; Analytics, which turns practice data into actionable information for teachers; the Recommendations area, which suggests skills for students to try next; and much more. We find it immensely satisfying to develop products that impact the lives of millions, and we are eager to have you join our team.

International candidates encouraged to apply; H1B sponsorship is available.

WHAT YOU'LL BE DOING

As a Software Engineer on the IXL Product Engineering team, you will build the back-end wiring, application logic, and UI that drive the site. You will find and use the best technologies to add features to our products as well as to create new products. You’ll be involved in all aspects of the development process – including design, coding, testing, debugging, and tuning. In addition to working with your fellow engineers, you’ll collaborate with other teams to design amazing products that meet the needs of our users, who are students and teachers all over the world. 

TECHNOLOGY

Our server-side stack includes Linux, Apache, Java, and Oracle. The front-end code is written in JavaScript, often using React.

WHAT WE'RE LOOKING FOR

1+ years of experience in software engineering
Bachelor's or advanced degree in computer science or a related discipline
A solid grasp of general programming principles
Excellent programming skills in Java or other object-oriented language
Ability to work both independently and with a wide variety of teams
Knowledge of Unix, Java, SQL, JavaScript, CSS, or source control is a plus
Passion for improving education through technology

ABOUT IXL

IXL Learning is a leading educational technology company on a big mission: creating innovative learning experiences that help all learners reach their full potential. IXL's comprehensive curriculum and insightful analytics help more than 500,000 teachers deliver personalized instruction and empower over 10 million students to achieve new learning milestones every day.
Click here to apply"
64,"Software Engineer, Core Technology",san mateo,Jun 25,https://sfbay.craigslist.org/pen/sof/d/san-mateo-software-engineer-core/7148459173.html,"
compensation: Competitive salary and benefits

employment type: full-time

","

QR Code Link to This Post


IXL Learning, a leading edtech company with products used by 10 million students worldwide, is seeking Software Engineers who have a passion for technology and education to help us build and maintain the core infrastructure for our extremely successful educational products.

The Core Technology team is responsible for researching, implementing, and maintaining back-end frameworks and server-side technologies used by our engineers and applications. The team also monitors and ensures all production and development environments are stable and provides support to other team members with the whole development cycle. Source control, the build and runtime system, as well as deployments, are all responsibilities of the Core Technology team.

As a Software Engineer on our Core Technology team, you’ll work closely with our product teams and have visibility to all parts of our code and products, focusing on performance, uptime, scalability, and reliability. We find it immensely satisfying to develop products that impact the lives of millions, and we are eager to have you join our team.

International candidates encouraged to apply; H1B sponsorship is available.

WHAT YOU'LL BE DOING

Design, build, and maintain scalable and robust infrastructure and services for all of our products
Participate in live performance monitoring, which includes building the tools that allow us to detect and address trouble spots
Troubleshoot and fix production performance and security issues
Develop tools, procedures, and documentation to improve team efficiency


TECHNOLOGY

The Core Technology team contributes to our Java-based code base, especially for back-end code, as well as configuring our web stack (Apache, Tomcat, Struts, Hibernate). Our servers run RedHat Linux and some amount of administration is done on the systems. We use a variety of storage technologies, which we configure and run, including Cassandra, Oracle, Redis, S3, and Zookeeper. Python and Perl scripting are used extensively for our build and deployment systems. An ever-increasing portion of our infrastructure is moving to EC2. So, AWS technologies are also utilized. We use Jenkins and crontab for CI. We investigate and implement new technologies all the time, and this list is always growing.

WHAT WE'RE LOOKING FOR

Bachelor's or advanced degree in computer science or a related discipline
2+ years of experience in software engineering
Knowledge of Release Management
Excellent programming skills
Strong analytical-reasoning and problem-solving skills
Ability to work both independently and with a wide variety of teams
Passion for improving education through technology

ABOUT IXL

IXL Learning is a leading educational technology company on a big mission: creating innovative learning experiences that help all learners reach their full potential. IXL's comprehensive curriculum and insightful analytics help more than 500,000 teachers deliver personalized instruction and empower over 10 million students to achieve new learning milestones every day.
Click here to apply"
65,"Software Engineer - Full-Stack, IXL Business Platform",san mateo,Jun 25,https://sfbay.craigslist.org/pen/sof/d/san-mateo-software-engineer-full-stack/7148458728.html,"
compensation: Competitive salary and benefits

employment type: full-time

","

QR Code Link to This Post


IXL Learning, a leading edtech company with products used by 10 million students worldwide, is seeking Full-Stack Software Engineers who have a passion for technology and education to help us add new features to our extremely successful educational products and build new, innovative products.

The Business Platform team is responsible for code and tools needed to support our subscription-based business model. IXL's customer and support teams rely on the business platform daily as they work with customers. Our team is responsible for core user data, as well as account and product access provisioning. To support these goals, we build out integrations with databases and other systems used by our largest customers. We find it immensely satisfying to develop products that impact the lives of millions, and we are eager to have you join our team.

International candidates encouraged to apply; H1B sponsorship is available.

WHAT YOU'LL BE DOING

As a Full-Stack Software Engineer, you will build the back-end wiring, application logic, and UI that drive the site. You will find and use the best technologies to add features to our products, as well as to create new products. You’ll be involved in all aspects of the development process and contribute to the entire code base – including design, coding, testing, debugging, and tuning. In addition to working with your fellow engineers, you’ll collaborate with other teams to design amazing products that meet the needs of our users, who are students and teachers all over the world.

TECHNOLOGY

Our server-side stack currently includes Linux, Apache, Java, Scala, Python, and Oracle. Inside browsers, we use a fair amount of JavaScript and CSS. Of course, the specific technologies and languages you use will vary by project and according to your own interests or specialization areas.

WHAT WE'RE LOOKING FOR

1+ years of experience in software engineering
Bachelor's or advanced degree in computer science or a related discipline
A solid grasp of general programming principles
Excellent programming skills in Java or other object-oriented language
Ability to work both independently and with a wide variety of teams
Knowledge of Unix, Java, SQL, JavaScript, CSS, or source control is a plus
Passion for improving education through technology

ABOUT IXL

IXL Learning is a leading educational technology company on a big mission: creating innovative learning experiences that help all learners reach their full potential. IXL's comprehensive curriculum and insightful analytics help more than 500,000 teachers deliver personalized instruction and empower over 10 million students to achieve new learning milestones every day.
Click here to apply"
66,"Software Engineer - Android, IXL Mobile",san mateo,Jun 25,https://sfbay.craigslist.org/pen/sof/d/san-mateo-software-engineer-android-ixl/7148458220.html,"
compensation: Competitive salary and benefits

employment type: full-time

","

QR Code Link to This Post


IXL Learning, a leading edtech company with products used by 10 million students worldwide, is seeking highly motivated Android Engineers who will lead in the creation of a breakthrough user experience by developing the primary features of our Android applications. The IXL Mobile team is small, collaborative, and passionate about researching and implementing the best in mobile engineering.

As a Software Engineer on the IXL Mobile team, you will manage the full technical life-cycle of building features, fixing bugs, and improving our technology. We find it immensely satisfying to develop products that impact the lives of millions, and we are eager to have you join our team.

International candidates encouraged to apply; H1B sponsorship is available.

WHAT YOU'LL BE DOING

Research and adapt functionality to leverage existing Android design patterns
Work across disciplines with team members representing product, content, and web development
New feature development, testing, maintenance of existing features, and bug fixes


WHAT WE'RE LOOKING FOR

2+ years of software engineering
Bachelor's or advanced degree in computer science or a related discipline
Knowledge of Android app development
Familiarity with back-end development
A good understanding of managing limited resources (memory, network, CPU) efficiently
Strong analytical-reasoning and problem-solving skills
Ability to collaborate in a small team
Passion for improving education through technology

ABOUT IXL

IXL Learning is a leading educational technology company on a big mission: creating innovative learning experiences that help all learners reach their full potential. IXL's comprehensive curriculum and insightful analytics help more than 500,000 teachers deliver personalized instruction and empower over 10 million students to achieve new learning milestones every day.
Click here to apply"
67,"Front-End Software Engineer, IXL Product",san mateo,Jun 25,https://sfbay.craigslist.org/pen/sof/d/san-mateo-front-end-software-engineer/7148457264.html,"
compensation: Competitive salary and benefits

employment type: full-time

","

QR Code Link to This Post


IXL Learning, a leading edtech company with products used by 10 million students worldwide, is seeking Front-End Engineers to provide the face of the IXL product.

The IXL Product Engineering team develops the user-facing features of the website and the back-end code that connects these features to our databases and other services. We created and maintain the practice engine, where students answer the questions created by the Content team; Analytics, which turns practice data into actionable information for teachers; the Recommendations area, which suggests skills for students to try next; and much more.
You will utilize cutting-edge technologies like React to bring dynamic, user-facing components to life. We find it immensely satisfying to develop products that impact the lives of millions, and we are eager to have you join our team. At IXL, we believe that building a creative and engaging user experience is invaluable to our mission of improving education through technology. 

International candidates encouraged to apply; H1B sponsorship is available.

WHAT YOU'LL BE DOING

Take control of the whole front-end development process from code design to implementation
Collaborate with product managers to build a world-class user experience
Tackle tough design challenges to create reusable user interfaces while writing clean, scalable code
Engineer the front-end architecture that powers our web application
Discover new technologies and establish best practices as the front-end landscape evolves


WHAT WE'RE LOOKING FOR

1+ years of experience in software engineering
Bachelor's or advanced degree in computer science or a related discipline
Expertise in HTML, CSS, JavaScript
Familiarity with at least one JavaScript library or framework (e.g., React, Angular, Ember)
Passion for new technologies, current trends, and best practices in front-end architecture, including performance, accessibility, security, and usability
Enthusiasm for improving education through technology

ABOUT IXL

IXL Learning is a leading educational technology company on a big mission: creating innovative learning experiences that help all learners reach their full potential. IXL's comprehensive curriculum and insightful analytics help more than 500,000 teachers deliver personalized instruction and empower over 10 million students to achieve new learning milestones every day.
Click here to apply"
68,Build/Release & Test Environment Engineer,san mateo,Jun 25,https://sfbay.craigslist.org/pen/sof/d/san-mateo-build-release-test/7148456622.html,"
compensation: Competitive salary and benefits

employment type: full-time

","

QR Code Link to This Post


IXL Learning, a leading edtech company with products used by 10 million students worldwide, is seeking an experienced Software Engineer who has a passion for technology and education to help us build a first-rate delivery pipeline for our extremely successful educational products.

As a Software Engineer on our Release Management team, you will implement and manage the release processes across IXLs products. Your team will own the Release Management life cycle, providing the tools and services needed for our development teams to seamlessly manage and deploy code to our users. You will collaborate with our development teams to manage project interdependencies, meet delivery goals, and measure success. We find it immensely satisfying to develop products that impact the lives of millions, and we are eager to have you join our team.

International candidates encouraged to apply; H1B sponsorship is available.

What You'll Be Doing

Manage the technical design, engineering from coding to QA, and deployment for our IXL’s products.
Build automated release pipelines that package, test and deploy code
Improve and adapt our release processes to changing business needs
Own the source control system, third-party repositories, build system, and release data system
Work cross-functionally with our Engineering, Product Management, QA, and Design teams to maintain and communicate a clear release schedule and ensure successful deployments


What We're Looking For

Bachelor's or advanced degree in computer science or a related discipline
2+ years of experience in software engineering
Knowledge of Release Management
Excellent programming skills
Strong analytical-reasoning and problem-solving skills
Ability to work both independently and with a wide variety of teams
Passion for improving education through technology

About IXL

IXL Learning is a leading educational technology company on a big mission: creating innovative learning experiences that help all learners reach their full potential. IXL's comprehensive curriculum and insightful analytics help more than 500,000 teachers deliver personalized instruction and empower over 10 million students to achieve new learning milestones every day.
Click here to apply"
69,Lead Test Engineer,santa clara,Jun 25,https://sfbay.craigslist.org/sby/sof/d/santa-clara-lead-test-engineer/7148334676.html,"
compensation: salary based on experience, health, dental, vision insurance, 401K,paid time off

employment type: full-time

","

QR Code Link to This Post


Granite River Labs has an immediate opening for a Lead Test Engineer. 

Description: 
In this role, you will help to ensure the quality of several industry technologies. You will execute test plans written by major technology companies to certify accessories within their ecosystems. Most of this job is functional testing without the requirements of coding / scripting. Coding / scripting are helpful for understanding what we are testing, but make up very little or none of the job. Devices you will be working with will be used around the world daily by tens of thousands of consumers. Together, we can make a difference to help the customer experience to be a great one. 

Key Qualifications 
Experience with executing automated or manual tests, utilities, and test automation tools. 
Experienced in black and gray box functional testing methodologies 
Able to debug and triage problems 
Excellent written and verbal communication skills. 
Experience and understanding of Windows, macOS 
Required testing experience with macOS
Strong time management skills 
Attention to detail to catch failures and ensure quality
Strong team player


Preferred: BS/CS or 2-3 years of relevant experience.
"
70,Data Science Fellowship,N/A,Jun 25,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-data-science-fellowship/7148253078.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


What is Pathrise

Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from heads of marketing of publicly traded companies to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 500 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship

The Pathrise Fellowship is a program for students and new grads that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry data scientists, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission

We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications

You want to work with an experienced advisor who can give you expert advice.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=craigslist&utm_campaign=sfdata&utm_medium=job_board "
71,Product Management Fellowship,N/A,Jun 25,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-product-management/7148252569.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued tech professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 600 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new professionals that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for tech professionals in their career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are interested in getting the best possible job in tech.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=craigslist&utm_campaign=sfproduct&utm_medium=job_board
"
72,Software Engineering Fellowship,N/A,Jun 25,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-software-engineering/7148250635.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued tech professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 600 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new professionals that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for tech professionals in their career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are interested in getting the best possible job in tech.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=craigslist&utm_campaign=sfswe&utm_medium=job_board
"
73,Experienced Startup Team Seeking Senior Developer,N/A,Jun 24,https://sfbay.craigslist.org/pen/sof/d/palo-alto-experienced-startup-team/7147940126.html,"
compensation: Company stock or equity

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


Market-driven, disruptive startup with experienced team is seeking a Senior Developer with front end or full-stack development abilities.

Our team is led by serial entrepreneurs including both a CEO and CTO with a history of multiple exits. In addition, our team consists of data scientists, finance specialists, digital marketing professionals, and an experienced CEO with a background in AI/machine learning and business development. The founders also spearheaded a public alpha test which, although intended solely to garner extrapolatable market data from a small test group, resulted in overwhelming, explosive growth and user adoption that we were not prepared for. In direct response to this unintentional early market traction, we are currently scaling up the team and development horsepower in order to expand the next version of our product in several strategic regions.

Our 2020 focus is on building out and releasing the scalable beta product in order to rapidly drive revenue into the high-six or low-seven digits within one year. The current team is receiving all compensation in company stock in order to preserve existing capital until the full product launch and achievement of stable revenue. Salaries will be provided once access to greater capital is available through revenue streams and/or the obtainment of additional funding. As such, compensation for this position is strictly company stock until access to greater capital is available.

Please note that we are not looking for an employee -- we are looking for a fellow team member who possesses the passion, motivation, and competency necessary to go forth with us as we scale and continue to build something truly disruptive.The current founding team possesses expertise in many critical fields, from finance to marketing to data science to business operations, and we are looking to add a Senior Developer with either front end or full-stack development capability that can bring their own unique expertise and passion to the team.

To apply for this position, please fill out the form located at:

https://forms.gle/hVpXza1KhwwhxzAG8

For more information about the company, please check out our company website at govi.io. We look forward to hearing from you.

"
